Date,Price,Open,High,Low,Vol.,Change %
20-Jul,40.27,39.84,42.4,38.54,6.79M,2.55%
20-Jun,39.27,35.21,41.63,34.27,7.64M,10.65%
20-May,35.49,19.04,35.77,18.05,5.91M,88.38%
20-Apr,18.84,20.1,29.13,-40.32,14.56M,-8.01%
20-Mar,20.48,43.7,48.66,19.27,16.68M,-54.24%
20-Feb,44.76,51.01,54.5,43.85,13.33M,-13.19%
20-Jan,51.56,61.6,65.65,50.97,12.54M,-15.56%
19-Dec,61.06,55.47,62.34,55.35,9.27M,10.68%
19-Nov,55.17,54.15,58.74,54.07,9.47M,1.83%
19-Oct,54.18,54.28,56.92,50.99,11.55M,0.20%
19-Sep,54.07,55,63.38,52.84,13.08M,-1.87%
19-Aug,55.1,57.85,57.99,50.52,14.04M,-5.94%
19-Jul,58.58,59.27,60.94,54.72,11.80M,0.19%
19-Jun,58.47,53.42,59.93,50.6,12.46M,9.29%
19-May,53.5,63.4,63.93,53.05,16.25M,-16.29%
19-Apr,63.91,60.24,66.6,60.13,13.33M,6.27%
19-Mar,60.14,57.22,60.73,54.52,11.96M,5.10%
19-Feb,57.22,54.01,57.81,51.23,10.55M,6.38%
19-Jan,53.79,45.8,55.37,44.35,14.02M,18.45%
18-Dec,45.41,52.45,54.55,42.36,12.16M,-10.84%
18-Nov,50.93,64.88,65.39,49.41,15.12M,-22.02%
18-Oct,65.31,73.29,76.9,64.81,13.04M,-10.84%
18-Sep,73.25,69.89,73.73,66.86,10.09M,4.94%
18-Aug,69.8,68.43,70.5,64.43,10.42M,1.51%
18-Jul,68.76,73.62,75.27,67.03,10.91M,-7.27%
18-Jun,74.15,67.07,74.46,63.59,12.86M,10.61%
18-May,67.04,68.56,72.83,65.8,15.04M,-2.23%
18-Apr,68.57,64.91,69.56,61.81,12.71M,5.59%
18-Mar,64.94,61.55,66.55,59.95,12.38M,5.35%
18-Feb,61.64,64.76,66.3,58.07,11.99M,-4.77%
18-Jan,64.73,60.2,66.66,60.1,12.77M,7.13%
17-Dec,60.42,57.42,60.51,55.82,9.49M,5.26%
17-Nov,57.4,54.65,59.05,53.89,12.53M,5.55%
17-Oct,54.38,51.64,54.85,49.1,11.95M,5.24%
17-Sep,51.67,47.08,52.86,46.56,12.24M,9.40%
17-Aug,47.23,50.21,50.43,45.58,17.17M,-5.86%
17-Jul,50.17,46.28,50.41,43.65,14.57M,8.97%
17-Jun,46.04,48.63,49.17,42.05,15.23M,-4.72%
17-May,48.32,49.17,52,43.76,14.25M,-2.05%
17-Apr,49.33,50.69,53.76,48.2,9.72M,-2.51%
17-Mar,50.6,53.95,54.44,47.01,12.60M,-6.31%
17-Feb,54.01,52.76,54.94,51.22,9.09M,2.27%
17-Jan,52.81,54.2,55.24,50.71,10.11M,-1.69%
16-Dec,53.72,49.07,54.51,48.98,10.64M,8.66%
16-Nov,49.44,46.77,49.9,42.2,13.50M,5.51%
16-Oct,46.86,48.04,51.93,46.63,10.82M,-2.86%
16-Sep,48.24,44.85,48.32,42.55,12.37M,7.92%
16-Aug,44.7,41.35,48.75,39.19,11.59M,7.45%
16-Jul,41.6,48.38,49.35,40.57,9.34M,-13.93%
16-Jun,48.33,48.82,51.67,45.83,10.42M,-1.57%
16-May,49.1,45.9,50.21,43.03,11.20M,6.93%
16-Apr,45.92,38.14,46.78,35.24,11.62M,19.77%
16-Mar,38.34,33.9,41.9,33.37,10.88M,13.60%
16-Feb,33.75,33.83,34.69,26.05,11.47M,0.39%
16-Jan,33.62,37.6,38.39,26.19,10.39M,-9.23%
15-Dec,37.04,41.73,42.23,33.98,8.70M,-11.07%
15-Nov,41.65,46.43,48.36,38.99,7.88M,-10.60%
15-Oct,46.59,45.38,50.92,42.58,8.31M,3.33%
15-Sep,45.09,48.1,48.87,43.21,7.97M,-8.35%
15-Aug,49.2,46.86,49.33,37.75,8.24M,4.41%
15-Jul,47.12,58.98,58.98,46.68,7.17M,-20.77%
15-Jun,59.47,60.29,61.82,56.83,6.54M,-1.38%
15-May,60.3,59.79,62.58,56.51,6.34M,1.12%
15-Apr,59.63,47.55,59.85,47.05,7.63M,25.27%
15-Mar,47.6,49.45,52.48,42.03,7.69M,-4.34%
15-Feb,49.76,47.59,54.24,46.67,8.46M,3.15%
15-Jan,48.24,53.76,55.11,43.58,7.31M,-9.44%
14-Dec,53.27,66,69.54,52.44,6.56M,-19.47%
14-Nov,66.15,80.59,80.98,65.69,5.85M,-17.87%
14-Oct,80.54,91.36,92.96,79.44,7.17M,-11.65%
14-Sep,91.16,95.81,95.91,90.43,5.56M,-5.00%
14-Aug,95.96,97.7,98.67,92.5,4.59M,-2.25%
14-Jul,98.17,105.44,106.09,97.6,5.14M,-6.83%
14-Jun,105.37,102.92,107.73,101.6,4.12M,2.59%
14-May,102.71,99.72,104.5,98.74,4.38M,2.98%
14-Apr,99.74,101.53,104.99,98.86,4.71M,-1.81%
14-Mar,101.58,103,105.22,97.37,4.59M,-0.98%
14-Feb,102.59,97.4,103.8,96.26,3.93M,5.23%
14-Jan,97.49,98.5,98.97,91.24,4.49M,-0.94%
13-Dec,98.42,92.71,100.75,92.56,3.66M,6.15%
13-Nov,92.72,96.32,96.65,91.77,4.51M,-3.80%
13-Oct,96.38,102.31,104.38,95.95,5.14M,-5.81%
13-Sep,102.33,107.07,110.7,101.05,4.58M,-4.94%
13-Aug,107.65,105.26,112.24,102.22,5.30M,2.49%
13-Jul,105.03,96.58,109.32,96.07,5.38M,8.77%
13-Jun,96.56,91.73,99.01,91.26,4.92M,4.99%
13-May,91.97,93.08,97.17,90.11,5.87M,-1.59%
13-Apr,93.46,97.36,97.8,85.61,5.43M,-3.88%
13-Mar,97.23,91.76,97.35,89.33,4.03M,5.63%
13-Feb,92.05,97.42,98.15,91.57,4.12M,-5.58%
13-Jan,97.49,91.78,98.24,91.52,4.38M,6.18%
12-Dec,91.82,88.85,91.99,85.21,3.59M,3.27%
12-Nov,88.91,86.1,89.8,84.05,5.17M,3.10%
12-Oct,86.24,92.15,93.66,84.66,5.24M,-6.45%
12-Sep,92.19,96.38,100.42,88.95,4.34M,-4.44%
12-Aug,96.47,88.03,98.29,86.92,5.08M,9.55%
12-Jul,88.06,84.65,92.94,82.1,5.27M,3.65%
12-Jun,84.96,86.44,87.03,77.28,5.95M,-1.81%
12-May,86.53,104.89,106.43,85.86,5.81M,-17.49%
12-Apr,104.87,103.27,105.49,100.68,4.48M,1.80%
12-Mar,103.02,106.82,110.55,102.13,5.74M,-3.78%
12-Feb,107.07,98.38,109.95,95.44,5.54M,8.72%
12-Jan,98.48,99.7,103.74,97.4,5.41M,-0.35%
11-Dec,98.83,100.51,102.44,92.52,4.70M,-1.52%
11-Nov,100.36,92.58,103.37,89.17,6.24M,7.69%
11-Oct,93.19,78.92,94.65,74.95,6.57M,17.66%
11-Sep,79.2,88.73,90.52,77.11,6.45M,-10.82%
11-Aug,88.81,96.2,98.6,75.71,8.28M,-7.20%
11-Jul,95.7,95.12,100.62,93.45,5.45M,0.29%
11-Jun,95.42,102.68,103.31,89.61,7.33M,-7.09%
11-May,102.7,113.89,114.83,94.63,7.60M,-9.86%
11-Apr,113.93,106.62,114.18,105.31,5.62M,6.76%
11-Mar,106.72,96.97,106.95,96.22,6.87M,10.05%
11-Feb,96.97,92.2,103.41,83.85,6.10M,5.18%
11-Jan,92.19,91.31,92.84,85.11,6.93M,0.89%
10-Dec,91.38,83.66,92.06,83.63,5.43M,8.64%
10-Nov,84.11,81.45,88.63,80.06,6.76M,3.29%
10-Oct,81.43,79.84,84.43,79.25,6.45M,1.83%
10-Sep,79.97,71.7,80.18,71.67,6.82M,11.19%
10-Aug,71.92,78.95,82.97,70.76,6.81M,-8.90%
